lead_id,visit_date
7840,2019-08-24
8184,2019-10-12
8831,2019-09-10
9886,2019-09-28
00Q4P00000wlVSoUAM,2020-01-29
00Q4P00000wldsJUAQ,2020-01-22
00Q4P00000wlgTNUAY,2020-01-27
00Q4P000010MMuOUAW,2020-02-05
00Q4P000010MRAiUAO,2020-02-12
00Q4P000010MZ0QUAW,2020-02-08
00Q4P000010MgKbUAK,2020-02-14
00Q4P000010MvWxUAK,2020-02-19
00Q4P000010N1ejUAC,2020-02-26
00Q4P000010NETIUA4,2020-02-19
00Q4P000010NVF7UAO,2020-03-10
00Q4P000010NcquUAC,2020-03-14
00Q4P000010NgBcUAK,2020-03-17
00Q4P000010NiGQUA0,2020-03-21
00Q4P000010NlDtUAK,2020-03-19
00Q4P000010O97DUAS,2020-04-01
10730,2019-10-02
10819,2019-10-04
10822,2019-12-17
11295,2019-10-09
11704,2019-10-30
1173,2019-01-19
13148,2019-10-28
14649,2019-11-09
18002,2019-12-07
18413,2019-12-04
18648,2019-12-06
20863,2019-12-16
21321,2019-12-26
4148,2019-05-31
4994,2019-06-13
537,2018-11-23
7324,2019-08-15
7550,2019-08-14
7819,2019-08-19
7827,2019-08-24
7964,2019-08-21
00Q4P00000wl6COUAY,2020-01-11
00Q4P00000wl5ITUAY,2020-01-11
00Q4P00000wlPYIUA2,2020-01-23
00Q4P00000wlgnwUAA,2020-01-24
00Q4P00000wlkf3UAA,2020-01-25
00Q4P00000wlxXlUAI,2020-01-30
00Q4P000010MMbRUAW,2020-02-01
00Q4P000010MQcbUAG,2020-02-08
00Q4P000010MSHfUAO,2020-02-28
00Q4P000010MijUUAS,2020-02-15
00Q4P000010MkbdUAC,2020-02-15
00Q4P000010MzOTUA0,2020-02-26
00Q4P000010NEiwUAG,2020-02-29
00Q4P000010NIyRUAW,2020-03-05
00Q4P000010NJuLUAW,2020-03-04
00Q4P000010NQoqUAG,2020-03-11
00Q4P000010Nlb2UAC,2020-03-19
00Q4P000010O6hTUAS,2020-03-31
00Q4P000010O5iGUAS,2020-03-31
10017,2019-09-27
1021,2019-01-08
10253,2019-09-26
10957,2019-10-04
12409,2019-10-21
12768,2019-10-23
1498,2019-02-27
15229,2019-11-12
17515,2019-11-27
17840,2019-12-13
20400,2019-12-13
21291,2019-12-17
243,2018-08-31
249,2018-09-07
3383,2019-05-14
5678,2019-07-04
6483,2019-07-17
6675,2019-07-20
7595,2019-08-13
7810,2019-08-20
8003,2019-08-23
8988,2019-09-10
00Q4P00000wkw56UAA,2019-12-30
00Q4P00000wl2wcUAA,2020-01-11
00Q4P00000wlXvCUAU,2020-01-13
00Q4P00000wlWS3UAM,2020-01-18
00Q4P00000wlTqBUAU,2020-01-24
00Q4P000010McthUAC,2020-02-15
00Q4P000010Moa9UAC,2020-02-20
00Q4P000010N1OHUA0,2020-02-22
00Q4P000010N4y3UAC,2020-02-28
00Q4P000010NCCyUAO,2020-02-29
00Q4P000010NESyUAO,2020-03-05
00Q4P000010NEiDUAW,2020-03-02
00Q4P000010NKLMUA4,2020-03-07
00Q4P000010MNWmUAO,2020-03-06
00Q4P000010MNWmUAO,2020-03-06
00Q4P000010MNWmUAO,2020-03-06
00Q4P000010MNWmUAO,2020-03-06
00Q4P000010NU0xUAG,2020-03-12
00Q4P000010NrqUUAS,2019-12-02
00Q4P000010NvjwUAC,2020-03-25
10677,2019-10-02
11298,2019-10-15
11826,2019-10-14
17753,2019-11-30
19544,2020-01-10
20452,2019-12-14
2091,2019-04-16
20946,2019-12-16
2230,2019-04-27
504,2018-11-19
7064,2019-07-26
7202,2019-08-02
7225,2019-08-02
7993,2019-08-23
9918,2019-09-23
00Q4P00000wkqG5UAI,2019-12-20
00Q4P00000wl6zMUAQ,2020-01-09
00Q4P00000wlPVOUA2,2020-02-01
00Q4P00000wlW2hUAE,2020-01-22
00Q4P00000wllJcUAI,2020-01-21
00Q4P00000wllQxUAI,2020-01-28
00Q4P00000wltcEUAQ,2020-01-31
00Q4P000010MazoUAC,2020-02-10
00Q4P000010MfQ4UAK,2020-02-12
00Q4P000010NOrYUAW,2020-03-14
00Q4P000010NO8dUAG,2020-03-14
00Q4P000010NRerUAG,2020-03-09
00Q4P000010NV7SUAW,2020-03-11
00Q4P000010NaliUAC,2020-03-11
00Q4P000010O3OSUA0,2020-04-01
10146,2019-09-26
1178,2019-01-19
14704,2019-11-08
15241,2019-11-12
16259,2019-11-21
16759,2019-11-25
17831,2019-12-03
18691,2019-12-09
20486,2019-12-13
5514,2019-06-28
5552,2019-06-29
7392,2019-08-12
7656,2019-10-17
8101,2019-08-24
00Q4P00000wksRcUAI,2019-12-19
00Q4P00000wkyU2UAI,2020-01-04
00Q4P00000wl1uWUAQ,2020-01-14
00Q4P00000wlHIZUA2,2020-01-11
00Q4P00000wlj4RUAQ,2020-01-25
00Q4P00000wlvAGUAY,2020-02-04
00Q4P00000wlr3zUAA,2020-03-15
00Q4P00000wlxV1UAI,2020-02-10
00Q4P000010Mb16UAC,2020-02-12
00Q4P000010MtxRUAS,2020-02-20
00Q4P000010MtxRUAS,2020-02-20
00Q4P000010MvThUAK,2020-02-19
00Q4P000010MzbpUAC,2020-02-22
00Q4P000010N9MIUA0,2020-03-03
00Q4P000010NC7UUAW,2020-02-27
00Q4P000010NLJUUA4,2020-03-05
00Q4P000010NOWuUAO,2020-03-07
00Q4P000010NajrUAC,2020-03-18
00Q4P000010NewHUAS,2020-03-16
00Q4P000010NgAgUAK,2020-03-17
11821,2019-10-15
14265,2019-11-05
14382,2019-11-06
14419,2019-11-06
17105,2019-11-25
18605,2019-12-06
21297,2019-12-19
3569,2019-05-15
3720,2019-05-20
3849,2019-05-23
5310,2019-06-22
5357,2019-06-24
6016,2019-07-08
6990,2019-07-25
7400,2019-08-12
7736,2019-08-17
8310,2019-08-28
8599,2019-09-04
9525,2019-09-18
00Q4P00000wkrzjUAA,2019-12-20
00Q4P00000wkt4FUAQ,2019-12-23
00Q4P00000wl5lVUAQ,2020-01-08
00Q4P00000wlIaHUAU,2020-01-20
00Q4P00000wloyEUAQ,2020-01-28
00Q4P000010MTQ0UAO,2020-02-08
00Q4P000010MZkxUAG,2020-02-07
00Q4P000010Me0sUAC,2020-02-11
00Q4P000010MtR1UAK,2020-02-18
00Q4P000010MxibUAC,2020-02-22
00Q4P000010N3dIUAS,2020-02-27
00Q4P000010N3dIUAS,2020-02-27
00Q4P000010NEK1UAO,2020-02-29
00Q4P000010NF7IUAW,2020-03-02
00Q4P000010NQpPUAW,2020-03-09
00Q4P000010NavEUAS,2020-03-18
00Q4P000010NbM0UAK,2020-03-14
00Q4P000010NpFMUA0,2020-03-21
00Q4P000010NhalUAC,2020-03-21
00Q4P000010O6xUUAS,2020-03-27
12480,2020-01-06
1261,2019-02-07
14454,2019-11-16
1453,2019-02-28
17630,2019-11-30
18589,2019-12-06
465,2018-11-09
8246,2019-08-27
8360,2019-08-30
8488,2019-09-03
9648,2019-09-26
00Q4P00000wl45TUAQ,2020-01-07
00Q4P00000wlG9SUAU,2020-01-09
00Q4P00000wl1GNUAY,2020-01-10
00Q4P00000wl80VUAQ,2020-01-10
00Q4P00000wlmQFUAY,2020-01-25
00Q4P00000wlpwTUAQ,2020-02-01
00Q4P00000wlrPHUAY,2020-01-30
00Q4P000010MMIoUAO,2020-02-06
00Q4P000010MSAUUA4,2020-02-04
00Q4P000010MTEkUAO,2020-02-05
00Q4P000010MUDqUAO,2020-02-06
00Q4P000010MVKSUA4,2020-02-05
00Q4P000010MeqaUAC,2020-02-18
00Q4P000010MjpiUAC,2020-02-14
00Q4P000010MvKcUAK,2020-02-22
00Q4P000010MwQoUAK,2020-02-22
00Q4P000010N4S2UAK,2020-03-07
00Q4P000010N4S2UAK,2020-03-07
00Q4P000010NMX1UAO,2020-03-04
00Q4P000010NNWzUAO,2020-03-09
00Q4P000010NS5wUAG,2020-03-09
00Q4P000010NRPSUA4,2020-03-11
00Q4P000010Ne7rUAC,2020-03-16
00Q4P000010NgB3UAK,2020-03-18
00Q4P000010NjnBUAS,2020-03-19
00Q4P000010Njr3UAC,2020-03-19
00Q4P000010Nke5UAC,2020-03-23
11466,2019-10-10
12334,2019-10-18
12358,2019-10-21
1791,2019-04-15
17959,2019-12-01
18224,2019-12-05
18604,2019-12-21
256,2018-09-10
3780,2019-05-23
6313,2019-07-13
6800,2019-07-22
8329,2019-09-07
9107,2019-09-11
9384,2019-09-21
9777,2019-09-21
9924,2019-09-25
00Q4P00000wkyS1UAI,2020-01-07
00Q4P00000wl23OUAQ,2020-01-04
00Q4P00000wl2XXUAY,2020-01-11
00Q4P00000wl2xLUAQ,2020-01-13
00Q4P00000wlU06UAE,2020-01-16
00Q4P00000wluxCUAQ,2020-02-08
00Q4P000010MNT9UAO,2020-01-29
00Q4P000010MSJMUA4,2020-02-05
00Q4P000010MswlUAC,2020-02-19
00Q4P000010MvYUUA0,2020-03-02
00Q4P000010N2nCUAS,2020-02-25
00Q4P000010N22bUAC,2020-02-29
00Q4P000010NCTpUAO,2020-02-29
00Q4P000010NDhiUAG,2020-03-03
00Q4P000010NEmPUAW,2020-03-05
00Q4P000010NKMZUA4,2020-03-04
00Q4P000010NLmUUAW,2020-03-13
00Q4P000010NS1aUAG,2020-03-12
11496,2019-10-26
14661,2019-11-09
1519,2019-02-27
16002,2019-11-20
16824,2019-11-23
16848,2019-11-24
17071,2019-11-30
19703,2019-12-10
20376,2019-12-21
20436,2019-12-16
21250,2019-12-23
2339,2019-05-03
2741,2019-05-01
279,2018-09-30
4505,2019-06-05
4996,2019-06-13
6579,2019-07-19
7007,2019-07-24
7091,2019-07-29
7385,2019-08-08
762,2018-12-15
8078,2019-08-27
00Q4P00000wktsKUAQ,2019-12-23
00Q4P00000wlPcPUAU,2020-01-14
00Q4P00000wlWjJUAU,2020-01-22
00Q4P00000wltfsUAA,2020-01-28
00Q4P00000wlwczUAA,2020-02-08
00Q4P000010MOsKUAW,2020-01-31
00Q4P00000wlwwkUAA,2020-02-06
00Q4P000010MVMYUA4,2020-02-07
00Q4P000010MWBMUA4,2020-02-06
00Q4P000010MbInUAK,2020-02-10
00Q4P000010MfkOUAS,2020-02-13
00Q4P000010MfMgUAK,2020-02-22
00Q4P000010N9RZUA0,2020-03-02
00Q4P000010NC4zUAG,2020-02-29
00Q4P00000wks37UAA,2020-03-05
00Q4P000010NcNtUAK,2020-03-16
00Q4P000010NhUvUAK,2020-03-12
00Q4P000010O1NDUA0,2020-03-31
00Q4P000010O6lnUAC,2020-03-31
12274,2019-10-17
12399,2019-10-19
12641,2019-10-23
1321,2019-02-11
13565,2019-12-04
14241,2019-11-05
14247,2019-11-06
14696,2019-11-08
15590,2019-12-04
21164,2019-12-23
2257,2019-04-26
4766,2019-06-07
5668,2019-07-06
5847,2019-07-05
7135,2019-07-29
842,2018-12-20
960,2019-01-03
9646,2019-09-19
00Q4P00000wlj0ZUAQ,2020-01-23
00Q4P00000wllPQUAY,2020-01-23
00Q4P00000wluHLUAY,2020-01-28
00Q4P000010MM5fUAG,2020-02-03
00Q4P000010MT9VUAW,2020-02-06
00Q4P000010MYYbUAO,2020-02-14
00Q4P000010MmbWUAS,2020-02-14
00Q4P000010MwlIUAS,2020-02-20
00Q4P000010MkU7UAK,2020-02-22
00Q4P000010NHijUAG,2020-03-07
00Q4P000010NOOCUA4,2020-03-08
00Q4P000010NZxiUAG,2020-03-13
00Q4P000010Nk4HUAS,2020-03-21
00Q4P000010NmVPUA0,2020-03-19
00Q4P000010NowNUAS,2020-03-25
00Q4P000010NowNUAS,2020-03-25
00Q4P000010NprGUAS,2020-03-21
00Q4P000010Ns92UAC,2020-03-26
11638,2019-10-12
1235,2019-02-09
14248,2019-11-07
14495,2019-11-07
16062,2019-11-21
20892,2019-12-16
2223,2019-04-26
3595,2019-05-15
4442,2019-06-15
4811,2019-06-15
5639,2019-07-01
5660,2019-07-10
6182,2019-07-16
7696,2019-08-15
8031,2019-08-23
8300,2019-08-30
8420,2019-09-03
00Q4P000010MQgdUAG,2020-02-04
00Q4P000010MXtTUAW,2020-02-07
00Q4P000010MYC6UAO,2020-02-07
00Q4P000010McTiUAK,2020-02-11
00Q4P000010MfT9UAK,2020-02-14
00Q4P000010MgZWUA0,2020-02-14
00Q4P000010MlpIUAS,2020-02-20
00Q4P000010MyEUUA0,2020-03-04
00Q4P000010NF4xUAG,2020-03-06
00Q4P000010NF4xUAG,2020-03-06
00Q4P000010NLryUAG,2020-03-05
00Q4P000010NXDcUAO,2020-03-14
00Q4P000010NNigUAG,2020-02-21
00Q4P000010NgYjUAK,2020-03-21
00Q4P000010NiYWUA0,2020-03-21
00Q4P000010NaVlUAK,2020-03-20
00Q4P000010O2OCUA0,2020-03-27
11624,2019-11-10
1238,2019-02-09
13006,2019-10-26
13625,2019-10-31
14551,2019-11-21
16587,2019-11-27
18591,2019-12-05
1860,2019-04-06
19758,2019-12-10
20359,2019-12-13
2891,2019-05-04
318,2018-10-27
3370,2019-05-09
3378,2019-05-11
3952,2019-05-27
6193,2019-07-12
6417,2019-07-16
7085,2019-07-26
7853,2019-08-20
7954,2019-08-24
8890,2019-09-17
9644,2019-09-27
9705,2019-09-19
9909,2019-09-24
00Q4P00000wkuKdUAI,2020-01-21
00Q4P00000wlR3nUAE,2020-01-16
00Q4P00000wllJDUAY,2020-01-27
00Q4P00000wlqeBUAQ,2020-01-28
00Q4P00000wlulaUAA,2020-01-28
00Q4P00000wlxYjUAI,2020-01-31
00Q4P000010MQoDUAW,2020-02-04
00Q4P000010MVCXUA4,2020-02-07
00Q4P000010MbA8UAK,2020-02-22
00Q4P000010MdX7UAK,2020-02-08
00Q4P000010MlOsUAK,2020-02-19
00Q4P000010MwXaUAK,2020-03-02
00Q4P000010NG4tUAG,2020-03-16
00Q4P000010NI2PUAW,2020-03-07
00Q4P000010NNWGUA4,2020-03-05
00Q4P000010NOigUAG,2020-03-06
00Q4P000010NSsyUAG,2020-03-12
00Q4P000010Nd7HUAS,2020-03-14
00Q4P000010NhNwUAK,2020-03-11
10011,2019-09-24
10102,2019-09-30
10466,2019-09-28
10972,2019-10-03
11450,2019-10-19
12021,2019-10-15
12403,2019-10-31
12567,2019-10-21
1290,2019-02-13
13287,2019-10-29
13305,2019-10-29
1347,2019-02-16
1546,2019-02-28
16426,2019-11-25
17826,2019-11-29
19525,2019-12-17
21277,2019-12-18
21282,2019-12-19
3804,2019-06-19
4004,2019-05-25
4092,2019-06-01
517,2018-11-16
5810,2019-07-05
6145,2019-07-11
7063,2019-07-27
7130,2019-07-31
7437,2019-08-08
7527,2019-08-12
7535,2019-08-12
9479,2019-09-18
00Q4P00000wl6MZUAY,2020-01-03
00Q4P00000wlPmeUAE,2020-01-14
00Q4P00000wlo1RUAQ,2020-01-01
00Q4P00000wlY6ZUAU,2020-01-29
00Q4P000010MT2eUAG,2020-02-08
00Q4P000010MVdjUAG,2020-02-07
00Q4P000010MXgGUAW,2020-02-20
00Q4P000010MV5lUAG,2020-02-07
00Q4P000010MgXLUA0,2020-02-11
00Q4P000010MvZ3UAK,2020-02-22
00Q4P000010MzvuUAC,2020-02-29
00Q4P000010MzvuUAC,2020-02-29
00Q4P000010NKnzUAG,2020-03-09
00Q4P000010NT9LUAW,2020-03-10
00Q4P000010NdgqUAC,2020-03-11
00Q4P000010NgXHUA0,2020-03-20
00Q4P000010NkWlUAK,2020-03-19
00Q4P000010NrEuUAK,2020-03-24
10063,2019-09-25
10640,2019-10-08
11492,2019-10-10
11585,2019-10-18
1343,2019-02-15
14742,2019-12-12
15087,2019-11-13
17757,2019-11-29
17844,2019-12-02
18415,2019-12-04
19822,2019-12-11
222,2018-08-15
4694,2019-06-17
5411,2019-06-26
684,2018-12-06
699,2018-12-10
7950,2019-08-24
8175,2019-08-28
9680,2019-09-25
00Q4P00000wkvejUAA,2020-01-09
00Q4P00000wl6rSUAQ,2020-01-10
00Q4P00000wlGENUA2,2020-01-16
00Q4P00000wlQftUAE,2020-01-14
00Q4P00000wlRIsUAM,2020-01-18
00Q4P00000wlXggUAE,2020-01-28
00Q4P00000wlWdfUAE,2020-02-03
00Q4P000010MLvQUAW,2020-02-08
00Q4P000010MMpYUAW,2020-01-30
00Q4P000010MTnTUAW,2020-02-06
00Q4P000010MgD6UAK,2020-02-13
00Q4P000010Mnj0UAC,2020-02-17
00Q4P000010N0JXUA0,2020-02-26
00Q4P000010N0aCUAS,2020-02-26
00Q4P000010NCAJUA4,2020-03-07
00Q4P000010NAhGUAW,2020-03-03
00Q4P000010NVQHUA4,2020-03-13
00Q4P000010NZYPUA4,2020-03-12
00Q4P000010NleVUAS,2020-03-25
13611,2019-11-04
13677,2019-10-31
14751,2019-11-09
14960,2019-11-12
16153,2019-11-22
16242,2019-11-20
17993,2019-12-04
20083,2019-12-11
20419,2019-12-20
2333,2019-05-04
3628,2019-05-21
399,2018-10-31
4684,2019-06-14
4844,2019-06-14
5365,2019-06-29
5487,2019-06-27
7584,2019-08-13
7616,2019-08-31
8568,2019-09-14
8944,2019-09-09
9125,2019-09-13
9308,2019-09-14
00Q4P00000wl7o0UAA,2020-01-09
00Q4P00000wlG5kUAE,2020-01-11
00Q4P00000wlQuRUAU,2020-01-14
00Q4P00000wlSyPUAU,2020-01-16
00Q4P00000wldJnUAI,2020-01-18
00Q4P00000wljecUAA,2020-01-23
00Q4P00000wlka3UAA,2020-01-24
00Q4P00000wlsa3UAA,2020-01-29
00Q4P00000wlgpOUAQ,2020-02-08
00Q4P00000wlv85UAA,2020-02-06
00Q4P000010Mb87UAC,2020-02-07
00Q4P000010MhJ0UAK,2020-02-08
00Q4P000010MjmUUAS,2020-02-15
00Q4P000010Mtr9UAC,2020-02-22
00Q4P000010N4LxUAK,2020-02-26
00Q4P000010N4LxUAK,2020-02-26
00Q4P000010NLhQUAW,2020-03-06
00Q4P000010NPkJUAW,2020-03-06
00Q4P000010Ng4qUAC,2020-03-16
00Q4P000010NfOQUA0,2020-03-18
00Q4P000010NgtNUAS,2020-03-17
00Q4P000010O9OcUAK,2020-04-01
10981,2019-10-08
1128,2019-01-11
12156,2019-10-18
1292,2019-02-08
13025,2019-12-07
13282,2019-11-01
15602,2019-11-14
16454,2019-11-21
17376,2019-12-04
17510,2019-11-30
18784,2019-12-06
21571,2019-12-28
458,2018-11-09
5543,2019-06-27
5544,2019-06-27
6535,2019-07-19
8283,2019-08-31
8919,2019-10-03
9103,2019-09-11
9835,2019-09-21
9857,2019-09-21
00Q4P00000wkyK2UAI,2019-12-30
00Q4P00000wkzsZUAQ,2020-01-08
00Q4P00000wl1UnUAI,2020-01-15
00Q4P00000wl5cEUAQ,2020-01-07
00Q4P00000wl5wnUAA,2020-01-15
00Q4P00000wl5xCUAQ,2020-01-13
00Q4P00000wlHKBUA2,2020-01-10
00Q4P00000wlSUyUAM,2020-01-17
00Q4P00000wlXpdUAE,2020-01-18
00Q4P00000wldYTUAY,2020-01-22
00Q4P000010MTIGUA4,2020-02-04
00Q4P000010MhNHUA0,2020-02-14
00Q4P000010MhNHUA0,2020-02-14
00Q4P000010MgrkUAC,2020-02-17
00Q4P000010MgrkUAC,2020-02-17
00Q4P000010MleAUAS,2020-02-14
00Q4P000010MshCUAS,2020-02-21
00Q4P000010Mzr9UAC,2020-02-22
00Q4P000010N4u1UAC,2020-02-26
00Q4P000010NJCsUAO,2020-03-07
00Q4P000010NNprUAG,2020-03-07
00Q4P000010NPZaUAO,2020-03-07
00Q4P000010NcIsUAK,2020-03-16
00Q4P000010Nf1bUAC,2020-03-22
00Q4P000010Ne31UAC,2020-03-23
11072,2019-10-05
1221,2019-02-05
12450,2019-10-21
13056,2019-10-28
1349,2019-02-19
14978,2019-11-12
15098,2019-11-14
15589,2019-11-18
16762,2019-11-23
16991,2019-12-06
1725,2019-03-25
17987,2019-11-30
18216,2019-12-02
19467,2019-12-14
21052,2019-12-16
282,2018-10-02
455,2018-11-09
4560,2019-06-06
494,2018-11-10
5331,2019-06-21
8032,2019-08-22
00Q4P00000wks3bUAA,2019-12-19
00Q4P00000wlOY2UAM,2020-01-22
00Q4P00000wlQPqUAM,2020-01-13
00Q4P00000wlUxBUAU,2020-01-20
00Q4P00000wldZRUAY,2020-01-21
00Q4P000010MTRwUAO,2020-02-05
00Q4P000010MYSdUAO,2020-02-15
00Q4P000010MbBDUA0,2020-02-11
00Q4P000010MZaOUAW,2020-02-15
00Q4P000010MiJ2UAK,2020-02-08
00Q4P000010MmWvUAK,2020-02-18
00Q4P000010MwHSUA0,2020-02-20
00Q4P000010NEItUAO,2020-02-15
00Q4P000010NJyNUAW,2020-03-06
00Q4P000010NQebUAG,2020-03-07
00Q4P000010NZLQUA4,2020-03-12
00Q4P000010NqCnUAK,2020-03-20
10994,2019-10-09
11176,2019-10-07
1185,2019-01-23
12303,2019-10-18
15790,2019-11-16
17331,2019-11-30
17636,2019-11-28
20158,2019-12-14
20912,2019-12-18
3598,2019-05-16
5272,2019-06-24
689,2018-12-15
7542,2019-08-09
7562,2019-08-10
8518,2019-09-07
9087,2019-10-04
00Q4P00000wkuNSUAY,2019-12-26
00Q4P00000wlVNiUAM,2020-01-17
00Q4P00000wloLRUAY,2020-01-31
00Q4P000010MTAsUAO,2020-02-04
00Q4P000010MS6XUAW,2020-02-06
00Q4P000010N0t4UAC,2020-02-26
00Q4P000010N0UzUAK,2020-02-28
00Q4P000010NFraUAG,2020-03-04
00Q4P000010NLaFUAW,2020-03-06
00Q4P000010NLrZUAW,2020-03-05
00Q4P000010NPT8UAO,2020-03-06
00Q4P000010NSJAUA4,2020-03-09
00Q4P000010NXEfUAO,2020-03-17
00Q4P000010NXEfUAO,2020-03-17
00Q4P000010NfpHUAS,2020-03-18
00Q4P000010NjbeUAC,2020-03-19
00Q4P000010NjgyUAC,2020-03-21
00Q4P000010O5EfUAK,2020-03-30
10348,2019-09-30
11197,2019-10-09
11546,2019-10-12
11663,2019-10-12
11711,2019-10-17
12903,2019-10-24
12931,2019-10-25
13023,2019-10-25
13403,2019-10-30
13988,2019-11-04
15203,2019-11-13
15580,2019-11-18
15712,2019-11-16
19826,2019-12-17
20240,2020-01-18
2079,2019-04-26
21266,2019-12-20
21511,2019-12-18
3356,2019-05-14
4443,2019-06-08
5623,2019-07-13
6441,2019-07-17
7186,2019-07-31
7234,2019-08-01
00Q4P00000wksHcUAI,2019-12-20
00Q4P00000wkuQMUAY,2019-12-23
00Q4P00000wl4SxUAI,2020-01-11
00Q4P00000wl6KsUAI,2020-01-11
00Q4P00000wlR2zUAE,2020-01-14
00Q4P00000wlHZqUAM,2020-01-25
00Q4P00000wlVhEUAU,2020-01-20
00Q4P00000wlc7HUAQ,2020-01-20
00Q4P00000wli3KUAQ,2020-01-24
00Q4P00000wliZpUAI,2020-01-25
00Q4P00000wlx08UAA,2020-02-06
00Q4P000010MZR7UAO,2020-02-10
00Q4P000010MhEjUAK,2020-02-12
00Q4P000010NCrwUAG,2020-02-29
00Q4P000010NMlNUAW,2020-03-07
00Q4P000010O8MqUAK,2020-04-01
11418,2019-10-12
1157,2019-01-17
12333,2019-10-19
14691,2019-11-08
16778,2019-11-25
17101,2019-11-25
176,2018-07-21
18653,2019-12-07
4663,2019-06-08
5003,2019-06-13
5068,2019-06-20
6111,2019-07-12
636,2018-12-01
7281,2019-08-02
7901,2019-08-21
8115,2019-08-26
9142,2019-09-26
9143,2019-09-13
9208,2019-11-09
00Q4P00000wlIIwUAM,2020-01-13
00Q4P00000wlUuvUAE,2020-01-17
00Q4P00000wlQ0vUAE,2020-01-22
00Q4P00000wlgHgUAI,2020-01-22
00Q4P00000wlqmKUAQ,2020-01-28
00Q4P00000wlxBaUAI,2020-01-31
00Q4P000010MUSPUA4,2020-02-05
00Q4P000010MasnUAC,2020-02-10
00Q4P000010MjBJUA0,2020-02-14
00Q4P000010N121UAC,2020-02-22
00Q4P000010N3vTUAS,2020-02-26
00Q4P000010NEp4UAG,2020-03-02
00Q4P000010NNhEUAW,2020-03-06
00Q4P000010NTw2UAG,2020-03-17
00Q4P000010NdIyUAK,2020-03-13
00Q4P000010NiBlUAK,2020-03-20
00Q4P000010O2zXUAS,2020-03-28
10263,2019-10-02
10409,2019-09-27
10429,2019-10-01
11630,2019-10-15
11819,2019-10-19
12091,2019-10-19
12445,2019-10-21
13219,2019-10-30
1363,2019-02-14
14201,2019-11-05
14710,2019-11-07
17595,2019-12-02
1846,2019-04-06
18649,2019-12-10
189,2018-08-01
2757,2019-05-14
4167,2019-05-31
4735,2019-06-12
5690,2019-07-02
578,2018-11-28
6169,2019-07-12
7653,2019-08-15
8352,2019-09-02
9669,2019-09-19
00Q4P00000wl2iQUAQ,2020-01-07
00Q4P00000wlHQjUAM,2020-01-09
00Q4P00000wlSf3UAE,2020-01-23
00Q4P000010MOTyUAO,2020-02-01
00Q4P000010MW4uUAG,2020-02-08
00Q4P000010MYSJUA4,2020-02-08
00Q4P000010Ma9YUAS,2020-02-11
00Q4P000010MhgxUAC,2020-02-20
00Q4P000010Mm7qUAC,2020-02-14
00Q4P000010MqKrUAK,2020-02-18
00Q4P000010NEDKUA4,2020-02-28
00Q4P000010NFfAUAW,2020-03-12
00Q4P000010NIIBUA4,2020-03-03
00Q4P000010NJc2UAG,2020-03-05
00Q4P000010NPLJUA4,2020-03-06
00Q4P000010NRHsUAO,2020-03-07
00Q4P000010NiudUAC,2020-03-19
00Q4P000010NmxxUAC,2020-03-23
10787,2019-10-03
12415,2019-10-24
13991,2019-11-07
1407,2019-03-09
14362,2019-11-14
14814,2019-11-11
15449,2019-11-20
18637,2019-12-04
19833,2020-01-11
20066,2019-12-14
2097,2019-04-17
21133,2019-12-21
21159,2019-12-18
221,2018-08-15
2969,2019-05-16
3661,2019-05-21
4069,2019-06-01
4249,2019-05-31
4257,2019-06-01
4435,2019-06-01
4706,2019-06-10
5670,2019-07-06
6325,2019-07-16
7347,2019-08-07
7528,2019-08-13
7570,2019-08-13
763,2018-12-15
8433,2019-09-03
9709,2019-09-21
00Q4P00000wl5LSUAY,2020-01-11
00Q4P00000wlSAyUAM,2020-01-20
00Q4P00000wlVLXUA2,2020-01-18
00Q4P00000wlhpIUAQ,2020-01-22
00Q4P00000wlwxdUAA,2020-01-30
00Q4P000010MYFPUA4,2020-02-08
00Q4P000010MZouUAG,2020-02-15
00Q4P000010MgLtUAK,2020-02-13
00Q4P000010MpcMUAS,2020-02-15
00Q4P000010MoXjUAK,2020-02-20
00Q4P000010NcHaUAK,2020-03-25
00Q4P000010NeuBUAS,2020-03-20
00Q4P000010NfvKUAS,2020-03-18
00Q4P000010NlaxUAC,2020-03-31
00Q4P000010NwtEUAS,2020-03-25
10692,2019-10-02
10696,2019-10-12
10898,2019-10-03
11246,2019-10-25
1168,2019-01-17
11943,2019-10-14
12017,2019-10-18
12963,2019-10-24
14950,2019-11-16
17382,2019-11-27
19693,2019-12-12
242,2018-08-27
2778,2019-05-06
308,2019-01-05
5205,2019-06-24
5445,2019-06-26
7026,2019-07-25
7045,2019-07-26
9186,2019-09-14
00Q4P00000wlICFUA2,2020-01-10
00Q4P00000wleSIUAY,2020-01-22
00Q4P00000wlmwzUAA,2020-01-25
00Q4P00000wluGSUAY,2020-01-30
00Q4P000010MO7YUAW,2020-02-01
00Q4P000010MSqsUAG,2020-02-08
00Q4P000010MZ2MUAW,2020-02-08
00Q4P000010Mf2WUAS,2020-02-13
00Q4P000010MjusUAC,2020-02-14
00Q4P000010MmsDUAS,2020-02-15
00Q4P000010N15AUAS,2020-02-28
00Q4P000010N1N9UAK,2020-02-25
00Q4P000010NPEDUA4,2020-03-07
00Q4P000010NR32UAG,2020-03-16
00Q4P000010NZpeUAG,2020-03-21
00Q4P000010NaGQUA0,2020-03-04
